text,sentiment_before,sentiment_after
"Baru beli handphone Oppo A5S kondisi baru dan tersegel di tempat ini, belum ada 24 jam handphonenya sudah rusak, layarnya mati tidak bisa dinyalakan. Padahal beli handphone second di counter HP biasa aja nggak mungkin rusak dalam waktu kurang dari 24 jam.",negative,negative
"Melayani jual beli handphone Tukar tambah juga bisa .. pelayanan ramah""",positive,positive
Enak tempatnya gede,positive,positive
Pas ketemu sales promotion yang ramah dan menguasai kelebihan dan kekurangan smartphone... Jadi PD beli smartphone di tiga putra kawi #masAry,negative,negative
Toko handphone Harga bersaing Pelayanan baik Barang asli bergaransi,positive,positive
"Ok, tapi ternyata ga selengkap kata orang2",positive,negative
Pelayanan aftersale bagus apalagi klo masih ikut garansi 1 bulannya,negative,negative
Pelayanannya cekatan dan ramah,positive,positive
Menarik,neutral,neutral
Tempat luas & pegawainya ramah jelasinnya,positive,positive
Layanan cepat....,positive,positive
"Pelayanannya lama banget, sampe capek nunggu, padahal sepi, banyak pegawai yang nganggur juga.. Jual hape tapi barangnya masih ngambil dulu soalnya ga tersedia.. Parah sih",negative,negative
Terima kasih Tiga Putra,positive,positive
Pelayanan okee banget lumayan lengkap sih harga sesuai pasaran lah..,positive,positive
Tempat terbaik dan termurah untuk segala merk smartphone.,positive,positive
Ruwet nguruse,negative,positive
Quite good,positive,positive
"Exclusive varian ponsel cukup lengkap, pelayanan standaed, harga cenderung tinggi, untuk dapat garansi toko harus bayar extra",negative,negative
"Pelayanan memuaskan, sabar2 pegawainya",positive,positive
The salespersons truly understand the product knowledge of every products sold there.,neutral,positive
"Saya datang niat beli redmi note 7 ram 4, kemudian saya diarahkan spg nya buat beli oppo A7. Awalnya saya tetep mau cari redmi, tapi spg nya terlalu melebih2kan kualitas oppoa7 dibanding redmi. Saya terpancing jadi beli beli oppo a7. Akhirnya saya sampai rumah nyesel setelah lihat perbandingan reviewnya. Mana buat game ga enak, performanya kalah sama redmi s2 yg harganya sejutaan. Tolong spg nya kalau bohong jangan berlebihan agar produknya laku. Kasian orang desa kaya saya mudah terpengaruh :'",negative,negative
Itu pegawainya sales oppo ya? Ketika niatnya beli hp selain oppo tapi malah diarahin ke oppo terus dan ketika memutuskan beli selain oppo pelayanannya langsung gak enak banget.,positive,positive
"Pelayanan sih bagus, lengkap banyak pilihan. Pada saat sudah ada pembelian dan mau cek fisik hape, gak ada meja en kursi.. kebanyakan sales mungkin ya..kita cust mau duduk bingung..semuanya didudukin salesnya, pada main hape semua..akhirnya diarahkan duduk di area kasir deh..",positive,positive
Very intersting,neutral,positive
"Udah 7x beli hp disini, gk pernah kecewa. Harga bersaing dengan meteor dan indocell",negative,positive
"Ownernya ramah, murah lagi",neutral,positive
"Tempatnya nyaman, pelayanan nya sangat baik, staff nya ramah dan sangat membantu",positive,positive
Pelayanannya good,positive,positive
"Ruangan sedikit panas/pengap karena ac kurang dingin, kusus hp, tapi assesori nya tidak lengkap, lokasi di premium bisnis....dekat mog",negative,negative
Hg,neutral,positive
Layanan yg bagus...sip,positive,positive
Tempat langganan beli gadget hp...,neutral,positive
"Toko hp yg cukup lengkap, pegawai ramah & helpful",negative,negative
"mau cari HP, dan accecories nya juga tersedia disini,,, agak mahal dikit memang, tapi dia berani kasih garansi toko selama 1 bulan kalau rusak ganti baru. bikin tenang juga sih, segala macam merek ada disini semua, stok juga cepet habis, buruan beli deh mending.",negative,negative
Hartono Electronic,neutral,positive
The staffs have a great product knowledge on the stuff their selling,positive,positive
"Lengkap, banyak diskon dan promo. Recomended Lah",positive,positive
Murah berkualitas,positive,positive
"Tiga putra yang di sini tempatnya luas, ada display produk dari berbagai brand yang bisa dicoba, jadi ya sepertinya sudah standar dari gerai hp besar sekarang ini lah. Kalau harga saya rasa lumayan kompetitif ya, bisa lebih murah, bisa lebih mahal dari toko lain, tp bedanya pun gak jauh, kecuali dibandingkan toko franchise macam erafone dan lain-lain.",negative,negative
"Pilihannya banyak, pelayanan bagus..",positive,positive
Mahal dan kurang lengkap HP nya,negative,negative
Stock for phone really not recomended btw. Good service and a lots of parking area.,positive,positive
"Ramah pelayanan, lengkap untuk beli hp",positive,positive
": complete handphone store, also good price..",positive,positive
"nice place to buy phones, friendly sales, not overpriced. there are some smartphone accesories too",positive,positive
"Tempatnya nyaman, pelayanannya ramah, dan harga terjangkau",positive,positive
"Tempat mewah, karyawan baik2",neutral,neutral
Cari cari hp terbaru lumayan lengkap,negative,negative
"The first thing I love from this place is the clerks. They are very informative, responsive, and polite. I like to spend my time just for discussing the product they sell. This place has various promo as well. I can find most of the gadgets I want to know here. This is the first place I visited when I need to get information about gadgets or when I accompany my friends to buy their gadget. The parking space is spacious. And there is no charge for the parking.",positive,positive
Mahaaaal....,neutral,positive
recomendasi untuk anda,negative,negative
Lumayan humble,negative,negative
Lengkap sekali hpnya,negative,negative
"Harganya lebih murah untuk tipe tertentu. Pelayanannya juga memuaskan. Kami lbh memilih beli offline langsung ke toko, spy bisa pegang barang dan diskusi ttg kekurangan dan kelebihan tiap produk.",negative,negative
"Karyawannya baek2 ramah2, ngejelasinnya enak, dan ga maksa hehe",negative,positive
Harga dan pelayanan lumayan,positive,positive
Besar dibandingkan yg di gajah Mada...,positive,positive
Produk hp lengkap. Sayang pegawai nya agak kurang asik,positive,positive
Cukup bayar Rp.0 anda bisa bawa hp idaman..bekerja sama dg spektra..,negative,negative
Antar temen cari hp,negative,negative
"Tempat nyaman, bersih, dingin, pelayanan juga bagus layak dapat bintang 5",positive,positive
"Kalau perlu hp baru ya kesini aja jaminan mutu dan pelayanan baik, harga nya ya wajar lah",positive,positive
It has wide space parking lot and low price,negative,positive
Tempat cari smartphone dan aksesorisnya,negative,negative
"Ramai terjangkau, recommended",negative,negative
Pelayanan masih kurang cepay,neutral,negative
Tempat mudah dijangkau. Parkir luas. Banyak pilihan gadget dr harga murah sampai mahal.,positive,positive
"Salah satu toko Handphone besar di kota malang. Hampir semua type handphone tersedia di tempat ini. Menyediakan juga accesories Handphone dan power bank berkualitas. Pembelian Handphone bisa tunai maupun kredit. Kredit dilayani HCI, Megazip dan AEON. Pelayanan sangat bagus dan ramah. Recomended buat yang mau ganti handphone..",positive,positive
"Pernah ngater temen beli hp disini. Mbak2 nya jelasin speksifikasi hp nya masih ragu-ragu gitu. Padahal dari awal temenku udah browsing itu hp Nokia 5 ada finger print nya, tapi mbak nya bilang nggak ada dan masih nanya temen di sebelah nya, di brosur sudah ada tulisan nya. Terus kalo kayak gini gimana mau nawarin hp ke costumer kalo spek hp nya aja nggak tau. Terus pas waktu unboxing itu hp mas-mas jelasin nya cuma isi hp ini itu ya kita tau lah, nggak jelasin gimana ini pemakaian pertama ngecasnya berapa jam nanti. Dan temennya dia dibelakang tanya bagian belakang hp itu finger print bukan, mas nya jawab nggak tau. Spontan dong temen ku jawab itu finger print e di depan, di tombol home. Dan mas e malah bercanda sama mbak2 disebelah seakan nggak merhatiin kita di depannya. Untung hp udah di duit in duluan. Saran deh buat mas mbak SPG nya di tambah lagi pengetahuan e hp yang mau di jual ke custumernya. Padahal tempatnya udah nyaman, nggak parkir pula.",negative,negative
"Beli hape disini murmer, pelayanan oke, rekomendasi bagi kamu yg cari hp murah. Banyak varian type merk. Parkir luas. Dan gratis.",positive,positive
Bisa cash dan kredit sales counter cantik cantik juga ramah,neutral,neutral
Bs kredit,neutral,neutral
"Sangat maksimal,dan terpercaya",positive,positive
"toko handphone yang satu ini berkonsep modern dan berkelas,lokasi berada di jalan kawi bersebelahan dengan mall olimpic garden.tempat sangat terlihat premium dan nyaman pelayanan dari pegawai toko ramah dan bersahabat.tempat parkir sangat luas sekali dan gratis",positive,positive
"Lengkap, nyaman, murah",positive,positive
Parkiran luas,positive,positive
Murah & tempat nyaman,positive,positive
Pelayanannya excellent,neutral,neutral
Murah,positive,positive
Recomended,neutral,neutral
"Lengkap pelayanan bagus, fasilitas parkir luas. Modern. Bs pakai credit card",positive,positive
Lengkap koleksi hpnya,neutral,negative
Great,positive,positive
Dengan lokasi yang bukan ditepi jalan utama membuat tempat ini enak untuk menenangkan diri dari keramaian.,negative,negative
Tempat yang bagus,negative,negative
"Lokasi strategis, parkir luas",positive,positive
Toko Hape Tiga Putra Kawi adalah rukukan terbaik anda yg ingin membeli hape dg harga terbaik dan terjangkau... Pemilik Tiga Putra Kawi sangat peduli dg kegiatan muda mudi Malang Raya terutama kegiatan kesenian dan kebudayaannya..diwujudkan dalam acara OPPO Dance Competition 2018..,positive,positive
Beli hape disini saja,negative,negative
"Tempat nyaman, belanja senang, pramuniaga familiar...jadi betah belanja hp di sini",positive,positive
Hp murah di malang,negative,negative
good,positive,positive
Nice service. Sedikit terganggu dg SPG/SPB yg menonjol2kan suatu produk lain sementara kita sdg fokus ke suatu produk. Mungkin ini akibat sistem bonus yg diberikan oleh produsen thd SPG/SPB jika berhasil menjual produk mereka. Sementara produsen standar tdk memberi bonus. Ini bisa merusak nama baik toko. IMHO,negative,negative
"pelayanan bagus, cepat dan keramahan pelayan paling utama",positive,positive
"Tempat belanja hp terlengkap dimalang, mantab pokoknya sukses terus untuk 3 putra pelayanannya ramah, mengerti tentang hp, cepat juga.",negative,negative
"Keluhan soal warna hp samsung j6 , saya kepingin warna biru, katanya spg ,samsung j6 ada warna biru, tp setelah dibayar dan dibuka saya kecewa karena setelah dibuka kok warnanya ungu, untuk spg mohon lebih teliti lagi",negative,negative
Tiga putra HP center kawi pelayanan prima,positive,positive
"Baik pelayanannya ramah,bagus tempatnya",positive,positive
Nyaman sayang tidak lengkap,negative,negative
Pelayananx mantul...mbakx ramah...suarax lembut banget maux lama2 aj d sini....n penjelasanx lengkap n detail banget ....,positive,positive
Bagus deh pelayanannya,negative,negative
Tempatnya strategis bisa dilihat kendaraan umum... sip dah,negative,negative
Good and nice service. God job Tiga Putra.,positive,positive
Pelayanan sangat baaiikkk sekali,neutral,positive
Good place for gadget and Aice ice cream,positive,positive
Ramah dan nyaman . Hehehe,positive,positive
Pelayanannya baik,positive,positive
Harganya kalau bisa lebih murah lagi,negative,negative
"Pelayanannya memuaskan, dan rekomend banget buat beli Hp",positive,positive
Pelayanan nya sangat memuaskan,positive,positive
Tempat belanja hp dan aksesorie yang cukul lengkap di malang kota serta tempat yang sangat nyaman di tambah lagi parkiran yang luas dan gratis yang sudah di jaga dengan aman oleh satpam yang bertugas. Selain itu harganya juga relatif lebih murah di bandingkan toko-toko yang lain yang ada di kota malang.,negative,negative
Pelayanan cepet dan pelayanan ramah,positive,positive
"servis bagus, cuma harga lebih mahal",positive,positive
Harga dan pelayanan memuaskan,positive,positive
Ok barang ada,positive,positive
"Pelayanan disini sangat bagus,dan harga cukup bersaing dengan konter lain",negative,negative
sangat baikk,negative,neutral
"Pelayanan yang sangat baik, harga bersaing lebih murah dari toko yang lain. Fasilitas konsumen yang memadai. Happy dan nyaman belanja hp di tiga putra",negative,negative
"Lokasi strategis, tempat nya nyaman,, mbak dan mas ramah2 banget,,, penjelasan produk rinci dan mudah dipahami",positive,positive
"Pelayanan baik. Pegawainya ramah, cepat juga. Kalo beli hp selalu disini, dan kualitas ga pernah bikin kecewa",positive,positive
Spesifikasi bgus tapi sayang sekali hansetnya gak ada,positive,positive
Semoga tiga putra lebih sukses kedepannya :),positive,positive
Petugasnya ramah bersahabat.pelayanan customer ok.pertahankan dan tingkatkan di masa mendatang.sukses selalu tiga putra kawi official,positive,positive
Cukup bagus,negative,negative
Harga mahal,positive,positive
"Tokonya strategis, mudah ditemukan, pelayanan cepat, pegawainya antusias, produknya banyak, dapat melakukan pembayaran dg berbagai cara, pilihan terbaik untuk komunikasi Anda",positive,positive
hati2 berbelanja di toko ini.bnyk tipu2,neutral,neutral
Staff ramah dan telaten,positive,positive
"Pelayanannya bagus, tempatnya juga strategis",negative,neutral
Pelayaran yang baik dan memuaskan,negative,negative
"Pelayanan di tiga putra sangat nyaman, baik, ramah, cepat dan saya merasa puas dengan pelayanan ini. Bagi warga sekitar pengen hp murah dan berkualitas datang aja langsung ke tiga putra oke. Tidak sampai 20 menit udah dapat nih hp impian anda",positive,positive
"Pelayanan gak banget Pegawai pada ngerumpi mesti Cara mereka nge treat gak enak banget Saya ke sana liat liat, mau beli hape masih seragaman sekolah mbaknya jutek, waktu saya liat brosur diusir secara halus ""mas, brosurnya bisa dibaca dirumah"" Begitu saya dateng sama orang tua bisa bagai raja. Mending beli di mall sebelah aja, pelayanan dapet pilihan lengkap.",negative,negative
Lumayan lengkap,negative,negative
"Nyaman buat belanja hp, parkir luas.",positive,positive
Pelayanannya bagus trs juga ramah,neutral,neutral
Pelayanannya Baik,positive,positive
Baik pelayanannya,positive,positive
Pokoknya the best,negative,negative
Harga kalah bersaing dengan yang lain,negative,negative
"Pelayanannya bagus. Pegawainya ramah""",neutral,neutral
"Toko handphone terlengkap di Malang, apalagi yang garansi resmi termasuk cepat masuk di sini setelah toko online. Harga bersaing.",negative,negative
Sangat baik,neutral,neutral
Good place Good service,positive,positive
Pelayanan rama n harga juga terjangkau,positive,positive
"Tempat sangat nyaman dan besar , accessories lengkap dan di jamin asli , yuk gaes datang ke tigaputra",negative,negative
Untuk pelindung hapenya di lengkapi bukan cuma tamper glass aja. Tapi silikon tebal hape juga di sediakan,negative,negative
"Beli hp Oppo F7 dengan pilihan warna yang saat itu kosong, lalu dengan ramahnya menawarkan inden dulu sehari. Lalu besoknya dikabari kalo barang uda datang, alhasil dapat dehh.. Utk pembayarannya bisa pakai kartu kredit dan bisa cicilan 0%, saat itu pembeliannya via Blibli. Hanya saja display nya kurang banyak.",negative,negative
"Parkir luas dan gratis, pramuniaga nya ramah dan tanggap. Pelayanan prima. Kualitas handphone juga bagus banget dibanding tempat lain",positive,positive
Ramah dan lengkap.,positive,positive
Pelayanan lumayan bagus,neutral,negative
"Kemarin ke tiga putra, tgl 17 Juli 2018. niatnya mau beli Xiaomi redmi note 5 ato S2. Cus ke sana gara gara malemnya lihat ada promo Reno 5 di Instagram. Pas di sana, mbaknya bilang harganya naik 100 RB. Ok lah, GPP. Aku lgsung minta barangnya dan mau bayar. Tapi terus aku tanya soal S2. Harganya lumayan miring dibanding toko lain. Eh tapi malah mbaknya nawarin produk lain yg aku SM skli gak tau. Mbaknya ngomong terus. Ada 30 menit. Aku biasa aja gk tertarik. Tetep kekeuh pengen beli Reno 5 ato S2. Eh gak tau knp, aku akhirnya malah beli produk lain itu. Padahal ya harganya gak murah juga. Lumayan lah, 2.4. Pas bgt mbaknya buka segel hp itu, aku buka wa d hp ku yg lama dan ada wa dr tiga putra. Bilang kalo Reno 5 gak ada d tiga putra. Jadi sebelum kesana, malemnya aku wa dulu. Dan baru di bales siang waktu aku udah terlanjur beli hp itu. Pas pulang, aku nyesel udah beli produk itu. Aku coba balik k tiga putra, mau tuker ato gimana lah. Pokoknya gk mau hp itu. Eh ternyata gak bisa. Mau tukar tambah, mau dibalikin, gk bisa pokoknya. Jelas lah aku ngerasa ketipu. Lha di Instagram bilang ada. Pas kesana ya bilang ada. Tp yg aku tanya d wa, jawabnya gak ada. Lah gimana coba. Pantesan waktu aku udah deal reno 5, mbaknya malah mengalihkan k lainnya. Lha wong barangnya gak ada. Akhitnya aku tuker tambah hp itu d tempat lain. Ruginya lumayan, 600 RB. Wes pokoknya kapok, gk bakal kesana lagi.",negative,negative
Semua OK.. stok Memory ditambah ...,negative,negative
Ayu good service,positive,positive
"Ramah, humble, fast for service and all...",positive,positive
Good enough,positive,positive
Feel good,positive,positive
Puas,positive,positive
Tempatnya mudah dijangkau Produk2 mobile lengkap dsini,positive,negative
"Tempatnya nyaman, pelayanannya cepat. Customer yg ramah2 juga.",positive,positive
Pelayan baik sekali,positive,positive
Pelayanan yang memuaskan,negative,negative
Bagus memuaskan,negative,negative
Pelayanannya puas,positive,positive
"Senang berbelanja di tiga putra, petugasnya ramah dan harganya murah",positive,positive
Tempatnya rekom bgt buat beli handphone...pegawainya ramah2,neutral,positive
Saya beli redmi 5A sampek 4 buah,negative,negative
Fast service and good price for gadget.,positive,positive
Pelayanan sudah excellent.,positive,positive
Servis kosumen memuaskan. Thask,positive,positive
"Tiga putra toko terlengkap dan termurah, dan saya dilayani dengan sangat baik dan ramah dengan mbak nun , saya akan kembali lagi untuk belanja HP disini",negative,positive
"Pelayanan terbaik semalang raya , harga asus murah dan promotornya baik dan ramah :)",positive,positive
Pelayanan prima dan menyenangkan terutama pelayanan mbak Oktavin Ayu Carlina,positive,positive
"Pelayanan baik, Karyawan Ramah, terimakasih tiga putra",positive,positive
"Bagus, dan lengkap",negative,negative
Untuk layanan konsumen bagus,positive,positive
Alhamdulillah.. nyaman dan ramah pelayanannya. Semoga semakin lebih baik.,positive,positive
Bagus. Harganya stabil.,positive,negative
Pelayananya memuaskan. . Terimakasih,positive,positive
"Pelayan ramah dan cepat, mungkin bisa ditingkatkan untuk konsultasi smartphone sesuai dengan budget pembeli",positive,positive
Trma ksh... Pelayanan prima siip tenan.,positive,positive
Acc nya kurang lengkap,negative,negative
Pelayanan baik mbak nya ramah,positive,positive
Cukup memuaskan..,negative,negative
Pelayan baik..,positive,positive
Nice jobs,positive,positive
Pelayanan sangat baik Penjelasan cukup baik dan ramah,positive,positive
Pelayanan nya cepat dam ramah,positive,positive
"Lengkap, terpercaya",negative,negative
Very Good,positive,positive
"Pelayanan ramah, barang bagus.",positive,positive
Pelayan nya sangat baik dan jelas,neutral,positive
Gud place for u'r phone cell,neutral,neutral
Pelayanannya oke,positive,positive
pelayanan yang sangat membantu dan sangat memuaskan,negative,negative
Harganya lumayan bersaing (murah),neutral,positive
Karyawannya baik2,neutral,positive
Mbk nya baik ramah sopan nyaman abis,positive,positive
"Trimakasih untuk layanannya,,, recomend bgt",positive,positive
Pelayanan ramah dan harga murah,positive,positive
Pelayanan ramah... Harga lumayan sama kyk online shop. . Beda dikit,positive,positive
"Kurang bersih, pelayanan agak membingungkan, makanan murah, menunya enak, sop iganya mantap",positive,positive
Pramuniaga disini cukup ramah dan baik ketika menjelaskan barang yg diperlukan customer.,negative,negative
pelayanan ny oke harga bersahabat thanks,positive,positive
Pelayanan okey bangetttt,positive,positive
Sopan dan ramah,positive,positive
Enak disini pegawainya ramah-ramah. Trus parkirnya juga luas dan beratap jadi gk takut kepanasan deh.,positive,positive
Bagus sekali,negative,neutral
Sangat bagus,negative,negative
"Pelayanannya baik, ramah, dan memuaskan",positive,positive
Bsgussss,neutral,positive
Marketing sangat sopan,negative,negative
"Playanan bagus,komplit tinggal pilih,very recomended",negative,negative
Sementara bintang 4 dulu ya...,neutral,neutral
Mkasih mbak pelayanannya ramah dan memuaskan,positive,positive
Good place good service,positive,positive
"Pelayanannya maksimal,",positive,positive
Mbak nya ramah dan sabar.. pokoknya hospitality banget deh :),positive,positive
"Banyak pilihannya, dan lengkap accnya",negative,positive
Pelayanan cukup memuaskan,negative,negative
Harga murah dan pelayanan bagus,positive,positive
pelayanan sangat baik dan memuaskan sehingga adek saya paham tentang hp yang dia beli,negative,negative
Pelayanannya cepet,positive,positive
"Excellent servicenya, thanks for Zenfone 5 Tiga Putra",positive,positive
Rating 1-100 saya kasih 100. Terutama buat mas nya,positive,positive
Pelayanan sudah bagus dan petugas ramah,positive,positive
Pelayanan dan produk yang disediakan sangat bagus,negative,negative
Pelayanan ramah dan cepat... so helpfull,positive,positive
Good services and low price..nice job,positive,positive
Mantab...pelayanan ok..,positive,positive
"Pelayanan cukup baik.untuk saran barang display saja yang tidak ada,untuk yang lainnya ok",negative,negative
Terimakasih atas pelayananx sangat memuaskan..semoga tmbah ramai tokonya,negative,negative
"Cuma numpang lewat dan berhenti ambil cs grab , dari luar kayaknya tempatnya nyaman, parkir juga luas",negative,positive
Good Service... Pelayanannya memuaskan.. Penjelasannya cukup jelas.. Thank you Tiga Putra Kawi,positive,positive
OK pelayanannya n cepat,positive,positive
Ok deh,positive,positive
Pelayanan memuaskan dan sopan santun terjaga,positive,positive
"Fast respond, sangat membantu review HP utk pelanggan baru",positive,positive
Pelayanan yang ramah dan memuaskan.,neutral,positive
Amazing,neutral,positive
"Pelayanan bagus dan memuaskan, pelayanannya cepat jadi menyenangkan. Terimakasih",positive,positive
Suka dg pelayanannya org nya ramah* .,positive,positive
Memuaskan pelayanannya,neutral,neutral
"Maaf mbak tadi bintangnya kepencet, but ITS okay laah. Keren servicenya nya",positive,positive
Pelayanan baik dari awal datang sampai pembelian,negative,positive
"Tempatnya bagus, dan nyaman, parkirannya luas. Pelayanannya cepat dan ramah",positive,positive
Servis exelent!,positive,positive
trimakasih mbak..,positive,positive
ramah cepat baik oke,positive,positive
Nyaman dan enak,positive,positive
"Tempatnya nyaman, harganya aman, pelayanan cepat dan ramah",positive,positive
Barang dan produk Bagus sesuai yang diharapkan,negative,negative
Bagus deh,negative,negative
Good service Dan ramah but mas nya PS01636,positive,positive
good service,positive,positive
"pelayanan cepat, mudah, n ramah",positive,positive
"Pelayanannya bagus, mbaknya ramah",neutral,neutral
Sukses dan tambah berkembang.. Pelayanannya semakin ramah dan cepat...,positive,positive
"Pelayanan'nya baik dan sopan"" makasih ya ........",positive,positive
"Tempatnya nyaman, harga aman, pelayanan bagus",positive,positive
Sedikit kurang ramah tapi langganan,negative,positive
"Pelayanan memuaskan dan membantu, barang lengkap dari store lain",negative,positive
"Tempatnya nyaman, staffnya ramah, lengkap juga barangnya",positive,positive
Good place good price,positive,positive
Pelayanan memuaskan. Penjual ramah..,positive,positive
bagus dan baik pelayanan mas nya,positive,positive
Pelayanan yang baik dan mas nya,neutral,positive
"Pelayanan lumayan bagus, pilihan hp lengkap",positive,positive
"Pelayanan bagus, tempat nyaman, dan harganya murah",positive,positive
Abang abang dan mbak mbaknya baik banget mau ngejelasin panjang lebar pertanyaan pertanyaanku yg gada habisnya. Sangat membantu .Terimakasih,positive,positive
Pelayanan sangat baik dan puas,positive,positive
Aksesorisnya lengkap dengan harga yang cukup terjangkau,negative,negative
Pelayanannya sangat baik..mbak nya menjelaskan secara detail beberapa merk HP yg lagi saya cari..mbak nya jg sabar.. Saya dan kakak saya langganan kalau beli hp baru pasti ke tiga putra..kalau bisa bonusnya di tambah dong..atau adain promosi/undian biar makin menarik para konsumen..,negative,negative
"Pelayanan bagus, rekomendasikan",positive,positive
Baik pelayanannya dan ramah,positive,positive
Parkirnya gratis :-D,positive,positive
Sangat bagus pelayananya,negative,negative
Tokonya bagus dan pelayanan ramah,positive,positive
Pelayanan yang sangat ramah dan rekomendasi banget PS01538,negative,positive
"Pelayanan yang baik, jelas dan cepat. Makasih",positive,positive
Pelayannya tangap2,neutral,neutral
"Pelayanan memuaskan, mbaknya ramah.",positive,positive
CS nya ramah..lupa namanya. Bis dm di ig lanjut ke toko. Bisa pake creditcard.. cuma kena charge. Banyakin bonusnya yaa,negative,negative
Lengkap dan ramah PD01529,positive,positive
"Bagus, pelayanannya baik, barang2 nya juga recommended...",neutral,neutral
Sangat puas dan pelayanannya sangat baik,positive,positive
Pelayanan ramah dan cepat. PS0478,positive,positive
Laham ker...,neutral,positive
Pelayanan nya baik,positive,positive
Lumayan sih,negative,negative
"Review ini saya edit, karena yang kasih bintang bukan saya melainkan bagian quality check hp. Yang minta di loginin google nanti pasti di kasih bintang sendiri, kurang fair aja sih menurut saya review reviewnya seperti pemaksaan aja! Pengalaman beli di sini biasa aja salesnya kayak gak niat jual hp malah bingung benerin giginya gara gara ada sisa makanan, untuk harga biasa gak terlalu murah juga, selisih 50rb sama official store samsung (free power bank lagi), di sini gak dpet power bank cman dpet tas . Saya kasih bintang 3 untuk 3 putra",negative,negative
Fast service,neutral,neutral
"Tiga putrakawi, sepi, tiga putra pecinan, sepi,",negative,positive
"Barang memuaskan,pelayanan nya juga ramah, recomended tempat buat beli hp",positive,positive
"Pelayanan cepat, ramah, kualitas terjamin, dan harga murah. Thanks, Tiga Putra Kawi!",positive,positive
Okee,neutral,neutral
Ramah mas sama mbk nya,positive,positive
Temat belanja kebutuhan hp yg nyaman,positive,positive
Parkirnya nyaman,positive,positive
Puas .. murah dibanding tempat lain,negative,negative
Pelayanan istimewa dan menyesuaikan dengan konsumen...,positive,positive
Ok,positive,positive
Nyaman dan nyaman,positive,positive
Alhamdulillah kami sangat puas dengan semua pelayanannya. Sukses terus untuk 3 putra,positive,positive
"Kualitas oppo f7, pelayanan, dan sistem kreditnya lengkap. Recommended 100%",positive,positive
Keren,neutral,negative
Tempatnya nyaman dan semoga ke depannya lebih maju lagi,positive,positive
Ramah,positive,positive
Best Hand Phone store..,neutral,neutral
"Baru 1 bulan pemakaian, tempered Glassed samsung S8 sudah pecah ! Kualitas dipertanyakan, be a smart buyer, banyak toko yang lebih baik dan lebih berkualiatas.",positive,positive
Pelayanan baik dan memuaskan...,positive,positive
"Pelayanan memuaskan, tempat nyaman",positive,positive
"Ramah but agak lumayan mahal.. Pembayaran menggunakan kartu debit via edc masih kenak charges, that is the small things can make annoyed,kalo pake credit card sihh ga masalah, ini debit card gaeesss..",negative,negative
"Tempatnya nyaman, dan karyawan nya ramah ramah",positive,positive
Quick respond... A.S.A.P... garansi dan jaminan kualitas... huwalaaah,positive,positive
Pelayanan bagus mbak gayatri,positive,positive
Kempat kalinya beli hp di sin dlm setahun menyenangkan,negative,negative
"Pelayanan sangat baik, harga juga murah",positive,positive
Pelayanannya cepat,neutral,positive
Disini ada Apple store gak?,positive,positive
Pelayanan sudah cukup memuaskan,negative,negative
Good servies,positive,positive
Good place. Good people,positive,positive
"Good services, good devices :)",positive,positive
"Pelayanan cepat, peka terhadap customer, ramah",positive,positive
"Good places to buy smartphone, the staff is very friendly, i have bring my grandma to this place to buy smartphone",positive,positive
"Customer servis nya baik"" dan murah senyum semua, dan pelayanan bagus.",positive,positive
"Lengkap, wktu dulu sy cari hp android disini banyak semua yg sudah gajual yg tipe yg sy cari, semua banyak yg seri hybird, tapi disini masih ada sehingga kartu saya bisa terpakai semua, gak kebuang karena hybird system",negative,negative
Ramah . Memuaskan,positive,positive
Sangat memuaskan. Terimakasih banyak,positive,positive
Pelayanan di tiga putra ok banget,positive,positive
Good servis,positive,positive
"Sukses terus! Hehe Pelayanannya baik, ramah dan informasi makasih ya mba gayatri hehe",positive,positive
Pelayanan baik. Seles ramah sama pengunjung / pelanggan harga bagus,positive,positive
Adem luas asik,positive,positive
"Good service, nice place.",positive,positive
Pelayanan baik nyaman,positive,positive
"Nice place, nice price, nice customers",positive,positive
Karyawannya ramah.. Tempat nyaman dan oke.. Sukses..,positive,positive
"good place. good service, good price,",positive,positive
Reasonable price with wide range of brands,neutral,neutral
"pelayanan nya terbaik,untuk promotor brand OPPO nya yg namanya mbak oktavin ayu,mbak nya cantik dan telaten wktu handle ibu saya beli OPPO F7",positive,positive
"Pelayanannya enak,ramah,dan jelas.",positive,positive
"Mantap bgt,,barangnya bagus2 ,staf nya baik2 n ramah",positive,positive
Makasih mbak eka. .,positive,positive
Pelayanan ok bgt. Mbak Gayatri,positive,positive
Pelayanan nya cepat,positive,positive
Bagus barangnya,negative,negative
Gede tempatnya. Pelayanannya baik. Hp lengkap.,positive,positive
"Tempatnya nyaman, terus pelayanannya ramah dan tampilan ruangannya yg fress",positive,positive
Pelayananya cepat,neutral,positive
Bagus tempatnya ... pelayanan juga cepet .. hrga bersahabat .... ga nyesel deh beli di sini ... enak ... nyaman suasananya .. banyak display hp yang kita pengen kok .. mantab...,neutral,negative
Nice pelayanan bagus,positive,positive
Pelayanan nya memuaskan,positive,positive
Toko bagus. Pelayanan selia ramah.,negative,neutral
Belanja di tigaputra memuaskan,negative,negative
Tempatnya beli handphone paling bergengsi di kota malang,negative,negative
"Good price, good service",positive,positive
Produk lengkap dan pelayanan yg cepat dan ramah..,positive,positive
Good service dan lengkap,positive,positive
